Id,SalePrice
2658,150763.04630322565
2718,154964.6352717065
2414,198449.79070759867
1989,124389.05680036913
625,168842.19592343137
333,95408.29114200428
1327,114908.34433626739
858,136918.22149018955
95,184093.52700051613
1568,173356.05358110272
2482,152296.4197986603
1364,124599.86126214387
2584,149055.5879181136
818,299942.9374667175
2673,171208.26786112916
2089,111777.5884211031
1297,170815.04474631627
790,118664.10668419205
2616,213316.39239133993
720,227158.2314194474
222,147167.6618048637
557,128855.59023670635
1148,209706.20407727006
2766,133020.66038009943
534,177459.02323823236
1452,116089.69655974601
630,144167.1484316711
2648,123540.57834132454
125,139481.8720819382
1904,88583.46136317254
1670,114270.76254570708
756,103995.82270581977
717,257538.35360662758
1032,160390.8061983356
852,223631.0227798873
1731,171406.52870606355
2639,118699.17124493286
2071,127857.99284854799
1267,106377.7972890698
1851,187881.46095831366
567,147402.6736317695
2439,217068.25873544771
1898,149400.78473562945
647,175377.1763315285
2256,209232.68266212085
979,99948.14515558178
1444,231695.26182583848
2485,111329.59997184633
157,124854.60649641688
88,118525.37283095343
2003,104350.56770814792
186,207497.85845747116
1425,269443.45988839114
2695,126579.15171177384
738,100199.22813941316
395,146906.18800593092
1353,157040.31520694937
1878,145356.26469281086
390,172510.74324866052
1456,241743.6015816391
1103,324857.97572770505
1387,113956.15788934601
2070,164009.7366447209
1199,161069.83692007436
2479,158778.67515609507
501,333043.3700063724
2362,82747.47090434085
1718,180808.52803011096
2188,88232.41445556757
1483,133625.7439701721
2557,102556.04135588874
437,363340.6778948474
2224,161763.32461931845
1628,158721.4486329108
397,132404.3798130505
587,209043.7090259663
971,106056.2973089644
2611,135039.60442626404
1887,111382.34678679355
2399,346834.8389238211
2148,213893.7162917568
304,119841.97022879815
1997,126854.8735389883
2817,142029.92806380746
1431,183523.51166632253
427,345558.0705282019
263,122937.3465732903
598,168756.01355509824
2895,263856.9848266453
687,141214.23696864967
1822,133149.4363441055
2191,132054.55002943045
179,122267.53736261172
1009,202074.25442065267
2010,125754.02334668853
1991,151845.6050230009
1411,152431.02683354524
1721,240133.3967273844
1144,191181.53900676934
593,221460.50340691625
575,295177.53601236234
1249,172109.5272926364
1604,116120.11661176359
1064,500611.4933417939
1923,166542.30761398186
1988,83151.38079403967
2325,159732.1161706377
114,209641.53707173895
2700,171338.51504585077
217,145295.71952959851
343,180962.47778458518
386,244321.1214395253
2005,125875.33255989067
2908,128884.70160676606
1814,240139.85011824872
2446,556140.1450933947
208,150741.75475465518
1679,109739.16211301077
822,337486.8086230523
6,186572.6177910635
1781,414152.9200974734
2397,270691.75595129526
2340,311738.64606124966
1618,170584.15161589452
2843,107956.46227103291
1061,370504.74024881737
2786,119949.44879982703
1935,138630.78255705067
1341,129489.35755152264
521,300457.4549452752
2136,128813.76873614616
996,186237.70593020262
227,133734.9225965438
135,175564.50313091057
1167,160310.9389190896
294,249781.90087736447
1776,201582.38543477055
540,170861.58728970098
1717,180801.90369663242
2303,128037.9701355061
116,196420.78112171945
127,139295.82514277849
1371,133723.25357531587
1014,74048.76880422173
1507,98899.6702530746
702,124070.96336963825
750,146119.26011623695
261,138212.66131823178
1559,112603.01836785223
577,196108.144517914
2812,204645.7167310518
2080,137800.21750583226
1368,108173.89666388689
2376,114844.65674003247
659,113528.70240010483
1235,124610.82999613826
332,77422.87783610006
1917,140559.8932743466
2094,254599.03122503898
1460,279966.2807998138
1471,214654.0393595398
1509,123010.87978634721
1922,134793.04361231282
433,557975.4048363811
460,258741.30922433294
1116,263057.16523242416
1137,167852.49328190135
53,160893.4423043802
2354,263840.4477784645
1475,199619.79350145897
1761,648211.9245001917
842,132631.71816375424
2739,165558.24242035893
2509,151364.98767076814
1007,202119.47993940033
2610,172628.07873455808
1952,103893.69299600135
2719,150215.20153467054
2921,90888.65689135264
1966,125938.78246952491
292,79948.9517589134
1204,187525.7486439213
1829,288753.62855102576
2419,182421.51383959065
391,157012.62653886905
798,106429.2232169279
481,197254.82877551974
193,205906.00079680816
555,118814.60996120682
899,68622.95825674114
2357,182509.54482754756
328,112935.78044561979
1356,135608.82050822867
1154,99371.6204702624
1730,177187.50878035912
2249,140659.96540378642
1119,276978.02899731405
2856,131485.5772900136
1394,136678.81430468752
2587,129778.29374287685
61,332422.7724813676
2661,200836.727333865
2711,132039.76959209918
1147,170516.8848483147
757,120359.51779742814
2623,101274.3932362172
2378,139737.7715970804
1413,134059.1179072319
1722,223061.9037166662
1112,216304.25171636144
1623,195511.29923436846
1201,178278.02738895433
1513,114564.98188462097
957,-3748702.2751955697
1171,272413.51127528143
1145,192102.04552685254
2726,256274.330002184
703,151511.47422143936
760,101170.56193088545
1964,135619.87231721924
2512,176370.2988667093
159,139107.64443704963
1281,153460.56178735217
468,176700.24870871188
290,132206.35023552383
665,135206.1508874346
1463,286013.18934397754
1792,219545.87117533165
923,106470.16048324373
500,259574.76902138782
1408,217465.79578955335
331,85874.84899811074
170,110699.51065286092
2192,107335.45185036829
2571,356742.2643819905
2314,167583.63976957474
2647,112932.92715134523
422,459226.53603792854
2457,356981.084061777
1838,194573.03076234885
