Id,SalePrice
2658,158934.9913983334
2718,176650.41410100803
2414,212568.87701061455
1989,118011.75986934511
625,173265.96341757133
333,76646.52821917104
1327,100350.4267467683
858,160547.24020154844
95,179637.20425593498
1568,172236.3844245256
2482,151216.87281885545
1364,128508.72344493918
2584,155628.4516362878
818,260709.03300590458
2673,164885.54541353037
2089,92807.48328795069
1297,138955.08534194145
790,131064.75567248481
2616,216506.1765577888
720,200606.19180657592
222,151996.60987521592
557,124445.1321185091
1148,192383.6564445296
2766,179740.9772248044
534,187246.7962615778
1452,119287.76018410805
630,129673.02065756143
2648,150193.04108794947
125,158427.45040932565
1904,48430.23648305435
1670,106171.67586300208
756,93391.22602573829
717,231314.80979064462
1032,149015.97676102852
852,211707.62500142615
1731,175448.36429741298
2639,113477.83550100814
2071,85460.45078305603
1267,108023.15122344671
1851,213905.509858331
567,146735.47658490628
2439,211104.78172848298
1898,157185.99323021498
647,169744.37563215656
2256,198624.1658111284
979,82336.7863187301
1444,222183.52077558398
2485,119689.18100877659
157,129436.66933788185
88,124956.78498455387
2003,98835.80810532859
186,213996.13831706048
1425,233290.2439228738
2695,124405.83311672794
738,93850.10182356968
395,162643.73464138457
1353,187298.1304226239
1878,145506.53783533844
390,160460.30402949132
1456,230758.6749813775
1103,318503.5636637749
1387,123531.20346286037
2070,150039.80039863096
1199,169695.7156425764
2479,174663.70557182003
501,316593.7240359758
2362,81142.48921656737
1718,200058.44343169098
2188,67002.91301692289
1483,123152.01513659838
2557,81953.72149957018
437,375349.57452881214
2224,221607.8373381241
1628,175803.81876074127
397,144629.02510192798
587,206588.59868762415
971,135541.38140254217
2611,143795.69010175904
1887,83780.14489653654
2399,385548.7642581809
2148,202792.81924155465
304,114184.56976031297
1997,114229.2267068788
2817,134393.63346143364
1431,195543.88204771944
427,397936.9216652414
263,130242.87209078611
598,184810.50930053758
2895,253787.31830104132
687,142484.63191709272
1822,141769.37218360289
2191,124973.46951070736
179,126419.60883482086
1009,240368.82268326363
2010,132753.2456598545
1991,137616.8993747958
1411,169287.3126704084
1721,232487.90581619128
1144,198000.08593019313
593,207931.50297003816
575,354812.6289494242
1249,176964.6738598033
1604,118501.55095562554
