Id,SalePrice
2658,143588.38435150788
2718,181172.43944467045
2414,214006.20998921862
1989,120259.30141609209
625,175971.6639517618
333,76467.66532950383
1327,103109.9445286498
858,151401.16695858084
95,178575.58219109103
1568,169053.08091889974
2482,149461.7927332652
1364,125328.36789561319
2584,157977.49004804017
818,258144.66355549358
2673,167310.506854977
2089,95679.21110630047
1297,137187.2354916227
790,131561.78978495963
2616,218717.1959652705
720,191654.4246085533
222,144538.6596295177
557,122393.14230285981
1148,189469.11588072474
2766,182499.85462441423
534,185345.40307911905
1452,108630.06839405233
630,143901.21640677273
2648,156534.28298651602
125,154551.19661803986
1904,50494.41442078189
1670,105269.42426786339
756,93903.33931625006
717,231483.43105216546
1032,151943.73550667916
852,212901.58903389552
1731,178676.90629299125
2639,111106.83257619606
2071,73598.14268264186
1267,106149.12647759344
1851,214271.44110006688
567,146453.94694086304
2439,211214.34951718687
1898,160129.7359513311
647,165254.19899766683
2256,190886.01757537993
979,86029.878179183
1444,222959.96701286954
2485,117981.58958108514
157,127183.03248247853
88,127625.31994749606
2003,102608.55669503217
186,206142.8405764784
1425,235476.75155664363
2695,127878.20238150703
738,99303.54826556542
395,157279.213561406
1353,186842.91734354803
1878,150510.8809867627
390,166151.67745700467
1456,230995.95576681674
1103,319776.64893796726
1387,130776.79109213944
2070,151537.13011925446
1199,169643.43541347387
2479,174696.05480086594
501,317445.13485383615
2362,90510.23417523131
1718,198531.03580997197
2188,69525.32273692498
1483,123697.7108639424
2557,85716.76443164283
437,374699.97636673553
2224,229094.30420450435
1628,177554.7593581397
397,138562.4646640201
587,210752.93343734764
971,146451.8867382364
2611,150118.59758420126
1887,78626.53894759156
2399,386464.44696011057
2148,204232.42800032708
304,120912.28593607538
1997,117433.41405411146
2817,138467.9170585425
1431,200634.75400065235
427,397754.34489017935
263,124089.20718407375
598,189542.6172252585
2895,247017.61011408595
687,141869.88647660834
1822,139466.25027355272
2191,122090.38630245137
179,125069.92542513402
1009,239438.64203453728
2010,132813.50134739664
1991,138792.09830635577
1411,164451.57228288904
1721,231981.8379540526
1144,198410.03488451452
593,210603.6499832786
575,341016.0781898252
1249,179161.21944122133
1604,121675.61783170816
1064,444008.9975821804
1923,148607.78109441826
1988,84940.54143617966
2325,167000.81522472564
114,214543.439462465
2700,182510.7663987833
217,168207.84519467305
343,188498.1345433395
386,223895.93847392057
2005,105634.93344585388
2908,145822.2707845705
